date,rainfall_mm,soil_moisture_percent,humidity_percent,river_level_m,temperature_c,flood_risk
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2021-05-07,78.4,29.42,84.85,8.66,26.06,1
2026-07-11,28.11,43.39,65.93,1.93,24.48,0
2026-01-31,3.55,38.94,66.93,5.36,39.63,0
2022-08-06,20.31,28.17,65.12,2.42,31.42,0
2024-02-29,19.06,16.55,70.65,4.01,38.05,0
2021-09-30,106.4,24.96,64.7,9.17,26.02,1
2022-02-17,16.69,28.71,79.28,4.36,26.53,0
2026-08-14,14.98,40.83,57.61,4.39,22.9,0
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2025-06-11,101.4,46.92,57.99,5.41,30.08,1
2023-06-20,14.07,27.15,83.82,5.99,34.85,0
2021-06-17,6.14,40.47,63.71,4.6,26.68,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2024-06-18,49.69,30.92,75.68,6.3,27.61,0
2021-08-25,62.38,34.36,85.73,5.9,36.09,1
2026-05-07,30.02,30.92,78.31,6.67,23.83,0
2025-11-21,38.06,24.5,70.42,2.85,24.61,0
2022-03-16,2.98,41.93,72.3,3.76,34.79,0
2025-01-26,70.18,50.58,53.44,6.36,20.47,1
2021-12-30,111.02,22.61,98.18,5.7,21.1,1
2021-03-14,24.33,20.61,71.77,3.51,25.94,0
2020-05-09,48.4,20.59,67.25,1.28,30.33,0
2024-12-27,63.76,57.8,93.69,2.59,21.85,1
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2022-05-12,27.83,23.01,76.67,0.0,32.21,0
2024-01-12,6.46,18.86,100.0,1.77,29.99,0
2023-12-19,39.02,46.53,76.53,6.29,25.26,0
2026-03-11,57.34,36.87,83.92,6.51,32.96,0
2024-07-16,38.57,34.17,63.79,6.78,31.57,0
2024-09-18,8.58,24.3,83.81,6.74,26.77,0
2025-03-05,22.26,34.91,57.85,3.84,31.32,0
2021-08-25,62.38,34.36,85.73,5.9,36.09,1
2021-02-19,21.6,22.72,82.88,8.09,20.26,0
2026-09-01,18.8,26.58,77.59,2.4,26.9,0
2024-12-24,66.88,42.73,76.21,8.03,33.65,1
2020-02-19,32.57,48.21,95.6,6.16,29.38,1
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2023-11-17,6.69,34.93,76.88,5.97,40.0,0
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2026-02-20,42.51,29.68,89.96,1.0,26.03,0
2022-11-02,34.22,30.31,66.19,9.28,27.48,0
2021-04-20,12.88,26.7,76.0,4.48,22.78,0
2021-10-23,19.22,47.31,73.04,8.62,27.05,1
2023-02-11,17.88,15.64,100.0,4.34,23.47,0
2025-08-19,3.91,31.04,70.96,6.24,25.33,0
2022-04-21,58.29,45.89,82.25,8.7,20.89,1
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2021-11-05,10.39,31.49,68.43,5.19,22.7,0
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2025-08-22,45.57,21.2,73.69,4.3,23.52,0
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2022-09-17,60.09,17.6,96.21,2.08,24.79,1
2022-05-18,77.42,32.4,88.3,4.61,25.85,1
2023-12-29,65.12,22.03,79.17,8.63,29.2,1
2026-09-17,35.51,10.48,85.44,9.18,30.9,1
2025-06-10,38.62,22.96,65.23,7.84,26.72,0
2021-02-09,38.67,41.22,65.76,3.33,28.67,0
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2026-08-27,45.25,56.67,85.45,3.24,29.1,1
2022-06-08,13.3,10.24,70.43,4.7,26.37,0
2021-07-21,20.51,26.54,68.39,7.61,23.5,0
2020-04-05,13.56,37.72,74.55,6.05,26.13,0
2020-09-24,85.61,17.36,70.81,8.2,32.21,1
2025-09-17,12.71,37.67,75.14,3.52,14.93,0
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2024-10-28,8.25,27.59,53.85,5.64,23.69,0
2023-01-09,45.69,31.51,77.81,4.25,29.05,0
2025-08-29,36.51,43.28,76.56,6.47,23.95,0
2024-12-27,63.76,57.8,93.69,2.59,21.85,1
2020-09-02,89.91,30.19,72.74,5.37,19.81,0
2020-09-10,71.66,32.92,88.68,7.58,23.85,1
2020-04-11,33.88,34.25,88.1,8.76,24.53,1
2023-04-07,5.05,25.66,58.48,3.71,33.16,0
2025-03-16,7.43,25.33,76.27,5.28,27.58,0
2022-05-10,82.13,16.69,80.85,9.27,26.55,1
2020-06-18,38.21,42.73,73.96,5.99,27.91,0
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2021-08-06,14.39,55.39,40.0,8.02,35.98,1
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2021-08-06,14.39,55.39,40.0,8.02,35.98,1
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2024-10-31,79.8,34.36,72.24,9.26,27.06,1
2021-08-06,14.39,55.39,40.0,8.02,35.98,1
2025-03-22,16.84,26.74,74.51,1.92,25.59,0
2020-08-20,61.45,17.3,94.84,2.39,16.73,1
2024-02-07,64.22,40.72,71.76,5.72,19.49,0
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2026-02-18,65.35,46.51,92.87,5.32,28.26,1
2024-04-13,79.93,28.37,94.36,5.47,18.15,1
2021-05-18,112.8,42.54,81.17,8.15,22.39,1
2022-07-31,67.55,45.15,90.97,6.4,25.38,1
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
2024-03-07,8.68,45.0,76.81,2.68,25.69,0
2021-09-13,90.63,33.26,64.41,5.03,32.66,0
2020-02-12,32.68,24.04,87.06,3.9,30.71,0
2021-08-10,75.59,35.19,64.2,5.76,28.56,0
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2026-07-05,14.68,32.88,93.05,9.45,31.17,1
2020-09-09,41.63,32.79,67.25,3.92,37.24,0
2023-11-04,19.41,22.04,74.21,8.09,32.72,0
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2026-05-03,30.46,48.71,88.97,6.15,29.7,1
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2024-02-24,25.07,26.44,74.91,6.65,32.93,0
2020-10-01,15.43,16.05,70.43,8.92,34.09,0
2024-12-27,63.76,57.8,93.69,2.59,21.85,1
2024-11-11,73.18,10.53,79.0,3.48,29.9,0
2024-12-18,61.51,28.86,82.2,4.2,26.97,0
2022-10-04,29.36,55.01,94.85,2.16,31.54,1
2022-05-28,20.11,14.68,75.86,4.64,27.18,0
2025-05-22,29.78,39.97,86.67,3.64,29.34,0
2025-10-18,55.25,47.98,57.95,6.54,16.96,0
2020-12-21,41.85,34.75,67.04,5.73,25.15,0
2022-05-10,82.13,16.69,80.85,9.27,26.55,1
2024-08-11,10.61,25.23,63.32,5.56,31.73,0
2023-12-02,117.84,50.54,90.9,6.62,24.79,1
2024-02-28,11.54,45.33,86.79,3.05,32.9,1
2021-05-17,29.59,17.64,87.61,6.24,27.26,0
2024-02-28,11.54,45.33,86.79,3.05,32.9,1
2022-05-10,82.13,16.69,80.85,9.27,26.55,1
2025-02-10,64.94,38.09,95.46,3.92,29.22,1
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2025-02-02,8.66,15.78,73.72,5.69,24.47,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2023-09-20,76.49,22.63,91.3,3.85,25.17,1
2023-01-24,40.06,45.68,91.65,5.47,31.5,1
2023-06-22,9.3,60.0,94.74,0.38,30.6,1
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2023-06-22,9.3,60.0,94.74,0.38,30.6,1
2023-08-25,3.58,42.43,81.55,3.77,27.04,0
2026-09-25,55.8,50.91,86.95,6.89,34.24,1
2026-08-27,45.25,56.67,85.45,3.24,29.1,1
2026-10-28,21.71,50.49,85.3,3.24,29.98,1
2020-12-28,26.09,21.78,87.83,7.03,33.49,0
2025-08-18,4.8,45.94,88.76,5.21,24.94,1
2026-04-01,72.74,34.42,94.24,3.84,26.32,1
2024-08-25,5.65,15.74,100.0,9.54,30.67,1
2024-02-02,42.71,33.99,77.02,1.61,22.56,0
2021-11-20,12.06,24.93,86.78,0.0,20.46,0
2026-01-21,0.69,12.89,82.82,3.98,25.66,0
2021-10-27,37.59,24.09,73.4,4.72,27.21,0
2026-05-03,30.46,48.71,88.97,6.15,29.7,1
2025-01-26,70.18,50.58,53.44,6.36,20.47,1
2025-03-27,74.31,11.0,89.15,5.45,29.2,1
2023-03-15,11.28,22.55,95.77,8.52,30.81,1
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2021-12-30,111.02,22.61,98.18,5.7,21.1,1
2025-03-14,99.88,45.01,72.0,4.82,15.01,1
2024-03-21,13.15,25.03,57.78,5.08,17.24,0
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2020-05-01,28.1,27.71,67.62,4.99,21.84,0
2025-04-04,49.12,7.47,78.33,6.9,40.0,0
2024-04-20,48.32,22.82,78.45,4.57,28.36,0
2024-02-23,85.52,52.02,68.16,5.26,22.64,1
2023-07-17,9.17,32.69,61.76,4.06,23.64,0
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2023-04-27,18.7,33.38,77.13,6.32,18.88,0
2024-06-03,80.6,36.83,76.85,8.3,19.46,1
2020-03-01,6.39,25.4,75.53,0.01,34.02,0
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2020-09-16,32.79,23.49,85.47,8.01,20.09,1
2024-12-31,10.8,9.23,73.5,5.68,26.97,0
2026-04-30,17.77,27.42,75.21,4.56,33.54,0
2022-11-19,15.19,40.23,86.38,9.91,25.76,1
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2022-01-14,26.11,18.0,72.1,8.46,30.85,0
2020-02-15,69.19,24.16,86.8,0.0,18.75,1
2023-02-25,22.49,25.01,72.47,6.06,28.61,0
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2023-12-13,26.14,39.76,74.24,5.28,31.11,0
2020-03-17,10.31,19.08,81.33,5.92,30.06,0
2025-07-19,55.94,27.19,57.55,5.98,26.21,0
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2025-01-31,34.96,42.68,79.29,4.38,20.4,0
2022-02-20,59.63,20.21,55.77,6.62,27.62,0
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2022-11-26,20.32,41.86,79.4,5.2,23.48,0
2023-06-04,5.3,30.29,66.36,4.89,23.72,0
2025-03-27,74.31,11.0,89.15,5.45,29.2,1
2023-03-30,40.42,38.57,67.13,1.95,27.64,0
2023-07-26,36.0,27.64,72.85,7.59,22.96,0
2025-02-24,99.83,31.82,81.84,9.06,32.12,1
2025-08-18,4.8,45.94,88.76,5.21,24.94,1
2020-12-17,66.6,39.68,78.97,8.76,30.2,1
2022-11-18,12.42,49.0,68.03,2.07,32.84,0
2023-10-26,136.63,36.44,69.02,10.12,21.46,1
2024-07-18,26.53,29.77,95.37,6.18,23.99,0
2022-07-18,28.96,27.22,96.59,9.84,31.22,1
2025-04-09,23.78,23.81,69.54,2.41,36.55,0
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2021-11-21,93.8,24.86,72.0,8.25,35.35,1
2021-04-02,16.28,46.36,68.73,3.54,26.91,0
2024-10-31,79.8,34.36,72.24,9.26,27.06,1
2023-03-04,25.01,42.55,80.57,1.22,23.18,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2021-11-13,37.07,31.07,78.33,4.12,25.74,0
2024-06-15,65.74,34.48,63.26,7.54,24.77,0
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2021-08-25,62.38,34.36,85.73,5.9,36.09,1
2022-07-22,60.16,36.6,91.37,3.22,31.72,1
2021-10-24,6.59,23.65,79.1,2.46,25.81,0
2021-12-09,32.97,16.02,100.0,6.98,23.33,0
2023-08-03,51.66,17.72,76.49,3.93,22.8,0
2021-05-20,40.67,35.38,70.6,3.73,32.42,0
2024-07-25,35.64,28.51,84.06,6.41,28.59,0
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2024-03-18,16.27,21.64,87.3,3.73,30.59,0
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2024-03-02,68.79,43.77,61.71,8.26,30.23,1
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2020-02-22,47.25,32.09,78.43,7.88,33.11,0
2023-12-02,117.84,50.54,90.9,6.62,24.79,1
2026-06-21,54.84,60.0,90.14,9.16,32.64,1
2022-06-21,14.46,23.14,81.08,3.44,24.04,0
2023-02-04,29.28,43.78,79.36,5.93,19.54,0
2022-01-26,25.06,46.19,76.93,4.74,25.53,0
2024-06-24,26.69,45.79,71.75,9.07,29.64,1
2024-10-12,7.88,25.97,89.34,5.57,26.99,0
2024-10-08,22.92,26.38,71.25,8.2,28.93,0
2022-07-31,67.55,45.15,90.97,6.4,25.38,1
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2024-02-15,69.14,15.73,87.66,3.63,28.47,1
2024-08-25,5.65,15.74,100.0,9.54,30.67,1
2026-06-17,2.73,48.06,92.46,3.35,25.02,1
2023-10-26,136.63,36.44,69.02,10.12,21.46,1
2026-06-17,2.73,48.06,92.46,3.35,25.02,1
2024-02-23,85.52,52.02,68.16,5.26,22.64,1
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2023-12-22,46.71,34.86,61.52,5.7,27.84,0
2021-09-14,50.73,52.76,86.04,5.08,33.53,1
2024-01-08,33.52,41.53,80.35,5.32,20.02,0
2023-06-09,6.11,50.98,45.57,5.74,23.07,0
2024-01-18,37.32,26.79,85.48,3.81,31.49,0
2022-10-04,29.36,55.01,94.85,2.16,31.54,1
2025-03-08,34.19,21.78,78.93,5.9,28.76,0
2024-03-31,7.36,43.37,79.31,7.27,21.49,0
2026-04-01,72.74,34.42,94.24,3.84,26.32,1
2020-02-05,47.72,32.19,76.17,7.74,27.9,0
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2026-10-09,24.35,12.22,88.23,0.73,27.48,0
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2026-10-23,30.5,34.05,61.53,3.57,29.25,0
2026-05-11,35.84,18.8,78.25,5.65,33.08,0
2023-11-20,91.17,41.66,97.1,7.41,21.16,1
2023-09-09,32.19,20.2,72.94,0.74,29.26,0
2020-12-30,22.06,24.31,61.92,3.71,34.13,0
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2024-08-25,5.65,15.74,100.0,9.54,30.67,1
2020-09-10,71.66,32.92,88.68,7.58,23.85,1
2024-11-03,41.5,20.71,69.86,3.22,24.95,0
2024-02-25,13.2,31.1,75.61,4.26,29.62,0
2024-03-09,69.51,40.26,96.48,4.04,22.74,1
2024-10-23,13.08,23.84,77.25,2.8,33.16,0
2024-09-27,60.2,26.69,89.62,3.08,25.99,1
2023-05-24,14.42,29.2,64.32,7.45,31.48,0
2024-04-13,79.93,28.37,94.36,5.47,18.15,1
2024-12-24,66.88,42.73,76.21,8.03,33.65,1
2021-01-23,47.85,40.63,82.82,7.59,24.11,0
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2025-07-13,34.64,33.91,73.07,7.6,23.22,0
2023-11-23,25.07,31.37,57.44,3.12,31.48,0
2025-04-08,18.64,19.02,65.62,0.75,36.44,0
2022-04-05,8.0,41.62,80.41,2.44,25.5,0
2021-05-04,15.76,50.42,72.53,5.23,38.14,0
2020-05-26,45.79,38.23,88.75,6.17,17.19,0
2022-04-07,11.88,38.95,66.45,9.38,18.64,0
2020-12-03,99.79,13.15,82.64,5.94,17.07,0
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2022-01-21,27.99,30.79,65.6,6.94,26.86,0
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2026-01-11,83.81,46.81,74.47,3.62,28.66,1
2026-08-13,28.57,12.06,89.34,8.61,25.21,1
2020-11-27,73.54,28.58,94.44,9.58,26.91,1
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2021-02-26,30.29,32.4,70.42,6.34,26.26,0
2022-09-17,60.09,17.6,96.21,2.08,24.79,1
2022-11-25,18.5,5.0,72.33,5.01,25.16,0
2026-03-20,61.55,27.18,76.3,8.69,34.89,1
2022-07-26,45.07,29.79,70.4,3.48,23.75,0
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2020-02-15,69.19,24.16,86.8,0.0,18.75,1
2024-02-28,11.54,45.33,86.79,3.05,32.9,1
2021-05-07,78.4,29.42,84.85,8.66,26.06,1
2026-05-31,65.02,34.09,59.94,8.65,22.74,1
2020-02-13,14.47,27.01,65.63,3.17,31.69,0
2020-04-11,33.88,34.25,88.1,8.76,24.53,1
2020-11-12,37.92,41.66,70.49,3.9,22.45,0
2026-05-28,61.51,21.94,88.36,0.78,24.77,1
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2021-11-30,37.72,34.16,58.84,4.93,25.53,0
2023-05-22,42.36,26.81,73.05,6.71,32.57,0
2026-09-25,55.8,50.91,86.95,6.89,34.24,1
2025-08-14,30.85,27.12,73.93,4.36,23.64,0
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2024-03-29,9.76,21.05,65.13,2.08,30.24,0
2026-02-08,36.41,50.64,100.0,5.56,32.18,1
2026-02-22,10.29,7.82,64.99,5.36,20.83,0
2020-04-06,81.33,33.56,88.42,3.17,30.46,1
2022-10-12,16.76,28.02,84.46,0.0,22.71,0
2025-10-17,14.14,20.22,70.71,5.3,21.05,0
2026-03-12,9.87,29.11,68.28,1.1,20.83,0
2021-08-04,75.94,30.81,74.51,8.15,27.65,1
2026-10-02,59.01,23.69,65.74,6.08,30.72,0
2022-03-28,14.39,46.75,89.65,2.94,27.82,1
2020-11-13,21.27,35.31,64.82,3.95,31.72,0
2024-02-21,85.15,39.54,71.79,4.69,10.46,0
2024-04-22,69.12,32.31,67.38,3.4,26.55,0
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2022-08-22,17.48,26.21,91.39,2.17,34.06,0
2020-09-13,23.94,57.55,87.5,1.38,26.7,1
2023-11-20,91.17,41.66,97.1,7.41,21.16,1
2024-09-04,21.57,23.69,77.07,1.8,30.95,0
2020-09-03,76.73,6.8,89.36,4.93,27.05,1
2022-05-14,5.09,31.03,63.06,6.28,21.22,0
2026-03-10,63.83,19.01,75.2,8.48,25.43,1
2023-11-19,50.45,23.99,81.65,3.72,30.24,0
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2022-06-13,18.54,39.26,62.43,4.4,24.94,0
2022-11-21,34.14,33.91,82.78,0.25,23.41,0
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2020-01-19,24.74,29.0,75.12,5.84,30.66,0
2024-09-17,37.8,40.07,71.9,4.24,30.09,0
2024-10-19,17.78,31.86,84.56,3.68,23.84,0
2021-06-01,28.89,40.71,79.71,4.82,23.49,0
2020-09-10,71.66,32.92,88.68,7.58,23.85,1
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2023-06-22,9.3,60.0,94.74,0.38,30.6,1
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2021-12-24,48.48,24.61,78.17,6.96,37.75,0
2022-08-28,80.16,8.06,91.53,8.1,33.71,1
2024-08-18,13.62,43.7,66.99,3.51,20.02,0
2021-04-27,35.8,45.98,92.45,6.56,23.2,1
2023-09-20,76.49,22.63,91.3,3.85,25.17,1
2022-12-01,34.71,33.83,70.1,6.36,21.45,0
2022-10-04,29.36,55.01,94.85,2.16,31.54,1
2023-02-24,1.27,33.6,82.57,2.97,25.02,0
2023-10-22,43.64,36.46,69.5,2.83,27.73,0
2024-10-29,46.61,44.67,70.76,6.78,29.04,0
2025-10-07,11.39,22.4,59.77,6.18,28.52,0
2023-10-04,12.94,29.3,77.34,2.41,22.42,0
2025-09-25,35.11,33.65,81.82,4.37,31.63,0
2022-10-08,13.64,39.52,97.54,8.01,34.35,1
2020-12-25,16.35,46.1,78.14,3.66,20.56,0
2022-06-24,71.51,26.55,88.6,5.33,26.17,1
2022-11-06,20.46,32.73,75.34,3.45,22.53,0
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2020-03-15,63.19,46.35,76.03,5.64,25.67,1
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2024-03-09,69.51,40.26,96.48,4.04,22.74,1
2023-04-16,37.43,29.47,82.35,2.53,30.19,0
2026-10-22,40.9,26.91,77.08,4.86,26.16,0
2023-06-12,17.71,28.93,76.52,6.47,33.48,0
2020-03-30,43.4,5.0,71.35,2.52,29.32,0
2024-05-14,10.9,32.1,86.9,4.85,31.42,0
2026-03-20,61.55,27.18,76.3,8.69,34.89,1
2023-12-18,3.42,23.61,69.23,4.57,29.92,0
2020-02-15,69.19,24.16,86.8,0.0,18.75,1
2022-11-27,70.49,45.4,69.79,4.67,35.95,1
2022-12-06,12.64,31.13,79.36,4.83,28.18,0
2020-05-14,3.47,24.34,80.48,3.38,29.09,0
2023-11-30,19.63,36.03,75.23,4.84,27.65,0
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2022-07-27,37.15,32.94,85.3,3.1,29.47,0
2025-04-10,67.88,14.93,72.18,10.24,23.43,1
2023-11-25,26.7,22.83,66.14,6.22,21.71,0
2020-11-16,26.71,24.38,66.0,2.88,24.05,0
2024-10-13,27.18,30.85,61.23,6.09,24.15,0
2021-05-26,62.45,33.83,71.89,9.22,22.77,1
2026-05-03,30.46,48.71,88.97,6.15,29.7,1
2023-10-11,40.96,5.0,57.94,5.49,21.94,0
2023-05-20,91.69,15.95,74.14,9.04,26.54,1
2024-02-09,60.57,10.34,85.1,5.94,35.39,1
2026-02-18,65.35,46.51,92.87,5.32,28.26,1
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2023-06-23,9.32,27.42,78.77,3.22,33.11,0
2020-08-11,16.14,27.44,67.63,4.61,21.11,0
2021-10-26,62.53,35.56,89.93,7.41,24.67,1
2023-11-20,91.17,41.66,97.1,7.41,21.16,1
2023-07-24,5.62,31.61,75.57,3.01,28.14,0
2026-08-09,39.71,25.71,57.42,6.76,33.29,0
2023-02-01,61.69,21.94,71.14,8.14,30.38,1
2020-10-15,11.76,43.2,65.72,4.46,36.84,0
2021-05-28,21.9,13.08,74.6,4.0,23.83,0
2022-12-27,62.18,28.46,75.11,1.46,28.86,0
2023-07-14,40.24,17.5,66.75,4.8,26.29,0
2022-04-23,114.47,18.74,94.03,5.84,25.71,1
2022-11-30,22.98,22.46,73.97,4.3,29.68,0
2026-06-21,54.84,60.0,90.14,9.16,32.64,1
2024-09-23,72.71,7.95,87.69,6.7,21.98,1
2026-09-26,80.64,29.78,70.2,10.7,21.11,1
2026-01-08,72.13,27.77,68.73,8.15,25.03,1
2023-01-19,13.17,5.0,60.54,6.4,27.1,0
2026-03-30,9.22,26.24,77.2,6.33,23.45,0
2020-10-21,14.4,21.54,70.45,2.67,17.74,0
2025-01-11,28.99,47.87,87.72,5.88,34.86,1
2023-10-10,7.01,28.24,95.52,2.47,20.3,0
2025-02-10,64.94,38.09,95.46,3.92,29.22,1
2022-10-19,26.52,20.27,64.2,3.15,28.75,0
2022-11-27,70.49,45.4,69.79,4.67,35.95,1
2021-10-26,62.53,35.56,89.93,7.41,24.67,1
2021-11-21,93.8,24.86,72.0,8.25,35.35,1
2021-10-04,71.85,33.1,82.5,8.98,25.64,1
2021-10-12,19.67,28.75,67.99,7.41,32.7,0
2021-05-07,78.4,29.42,84.85,8.66,26.06,1
2025-01-07,91.06,41.25,76.35,4.64,33.43,0
2023-12-30,26.66,30.41,65.15,4.18,27.51,0
2025-08-15,155.07,32.45,91.06,8.02,33.28,1
2025-05-02,15.34,40.37,78.07,6.65,32.02,0
2024-07-20,22.11,40.83,80.11,4.12,37.29,0
2024-10-07,13.59,34.94,82.8,6.74,28.13,0
2026-10-16,73.58,43.47,70.96,4.74,26.22,0
2026-05-17,25.89,31.51,81.6,4.04,27.57,0
2025-10-28,44.71,48.17,70.37,3.51,25.14,0
2021-08-25,62.38,34.36,85.73,5.9,36.09,1
2025-08-25,22.71,18.22,71.52,2.13,26.08,0
2023-10-01,35.3,40.82,76.69,3.33,23.5,0
2025-10-11,11.81,26.03,68.89,3.82,15.74,0
2021-08-26,35.84,38.44,66.47,2.64,26.59,0
2025-08-09,65.0,41.56,90.43,5.96,23.85,1
2021-08-06,14.39,55.39,40.0,8.02,35.98,1
2024-11-28,47.92,29.92,88.43,6.34,35.18,0
2026-05-31,65.02,34.09,59.94,8.65,22.74,1
2023-12-27,40.3,45.9,94.84,6.69,23.69,1
2023-09-03,44.76,26.13,77.36,6.09,26.1,0
2022-06-25,19.76,36.88,73.1,4.9,33.17,0
2025-03-11,62.54,24.49,63.81,2.94,37.18,0
2024-09-08,23.22,27.83,67.49,4.03,27.06,0
2025-10-01,25.15,24.09,80.7,9.52,28.81,0
2023-10-12,86.84,46.71,68.73,4.65,36.1,1
2020-10-09,6.33,37.56,70.5,3.0,36.02,0
2021-10-22,49.24,20.82,72.66,5.45,32.63,0
2026-09-28,8.63,35.88,77.09,3.13,30.06,0
2020-11-09,15.41,30.76,79.12,6.98,25.98,0
2021-04-23,49.32,40.48,77.05,6.99,26.74,0
2024-03-01,32.23,21.39,71.88,8.99,31.01,0
2024-03-28,8.19,17.22,75.16,3.06,36.16,0
2025-11-23,49.85,32.68,71.12,4.42,34.71,0
2026-08-27,45.25,56.67,85.45,3.24,29.1,1
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2026-02-01,43.45,22.34,91.77,7.82,27.64,0
2020-01-28,19.61,27.0,57.74,8.41,28.71,0
2021-07-06,78.61,20.06,86.89,9.27,27.78,1
2022-05-31,26.32,41.19,82.83,4.91,27.55,0
2024-05-15,14.17,45.3,85.22,6.41,24.69,1
2025-10-16,30.59,23.31,71.09,0.0,27.01,0
2022-05-10,82.13,16.69,80.85,9.27,26.55,1
2021-06-11,27.66,18.78,77.64,5.42,19.83,0
2020-07-08,91.35,41.84,90.55,3.7,25.35,1
2020-02-10,44.27,44.52,91.06,9.2,29.37,1
2021-01-31,18.64,34.47,57.06,4.47,25.93,0
2021-12-03,10.05,48.08,90.43,6.11,18.96,1
2024-05-22,36.19,24.53,72.11,5.51,18.17,0
2025-11-24,62.86,37.15,72.84,9.16,25.5,1
2022-09-03,74.91,25.16,87.78,5.54,25.39,1
2026-10-04,36.33,37.69,87.43,4.58,23.83,0
2021-01-25,41.74,43.51,74.8,4.46,33.38,0
2025-06-03,83.67,17.77,78.05,8.04,21.86,1
2026-05-22,3.81,48.46,89.14,2.05,28.99,1
2022-11-27,70.49,45.4,69.79,4.67,35.95,1
2022-09-18,26.49,14.97,84.78,8.76,26.07,0
2026-03-20,61.55,27.18,76.3,8.69,34.89,1
2024-12-24,66.88,42.73,76.21,8.03,33.65,1
2024-01-14,67.47,20.58,93.95,7.57,30.15,1
2026-03-09,9.19,18.68,78.92,6.41,29.08,0
2024-06-23,8.71,14.67,91.64,8.89,16.81,1
2025-12-16,18.83,27.51,63.79,5.4,34.4,0
